,Decibels,Location,Latitude,Longitude,Volume Category
250,87.156433,"[u'-73.985744,', u'40.735274,']",40.73527,-73.985744,Moderate: 85 to 90 decibles
251,90.653961,"[u'-73.985545,', u'40.735532,']",40.73553,-73.985545,Loud: > 90 decibles
252,88.93692,"[u'-73.985372,', u'40.735727,']",40.73572,-73.985372,Moderate: 85 to 90 decibles
253,90.877739,"[u'-73.985243,', u'40.735946,']",40.73594,-73.985243,Loud: > 90 decibles
254,92.587013,"[u'-73.985008,', u'40.73627,']",40.73627,-73.985008,Loud: > 90 decibles
255,91.506432,"[u'-73.984738,', u'40.736646,']",40.73664,-73.984738,Loud: > 90 decibles
256,92.263275,"[u'-73.98453,', u'40.736978,']",40.73697,"-73.98453,",Loud: > 90 decibles
257,93.778893,"[u'-73.984293,', u'40.737245,']",40.73724,-73.984293,Loud: > 90 decibles
258,90.899857,"[u'-73.984105,', u'40.737489,']",40.73748,-73.984105,Loud: > 90 decibles
259,86.288513,"[u'-73.984077,', u'40.737528,']",40.73752,-73.984077,Moderate: 85 to 90 decibles
260,86.870033,"[u'-73.984023,', u'40.737576,']",40.73757,-73.984023,Moderate: 85 to 90 decibles
261,91.36824,"[u'-73.983621,', u'40.738167,']",40.73816,-73.983621,Loud: > 90 decibles
262,90.588211,"[u'-73.983271,', u'40.738639,']",40.73863,-73.983271,Loud: > 90 decibles
263,90.325874,"[u'-73.983043,', u'40.738953,']",40.73895,-73.983043,Loud: > 90 decibles
264,92.59359,"[u'-73.982848,', u'40.739236,']",40.73923,-73.982848,Loud: > 90 decibles
265,93.021881,"[u'-73.982691,', u'40.739463,']",40.73946,-73.982691,Loud: > 90 decibles
266,94.547852,"[u'-73.982457,', u'40.739781,']",40.73978,-73.982457,Loud: > 90 decibles
267,94.664925,"[u'-73.982263,', u'40.740044,']",40.74004,-73.982263,Loud: > 90 decibles
268,94.837303,"[u'-73.982225,', u'40.740347,']",40.74034,-73.982225,Loud: > 90 decibles
269,93.038765,"[u'-73.98182,', u'40.740646,']",40.74064,"-73.98182,",Loud: > 90 decibles
270,90.945076,"[u'-73.981679,', u'40.741068,']",40.74106,-73.981679,Loud: > 90 decibles
271,88.221283,"[u'-73.981313,', u'40.741349,']",40.74134,-73.981313,Moderate: 85 to 90 decibles
272,90.449821,"[u'-73.981043,', u'40.741717,']",40.74171,-73.981043,Loud: > 90 decibles
273,86.646912,"[u'-73.980859,', u'40.741968,']",40.74196,-73.980859,Moderate: 85 to 90 decibles
274,89.288834,"[u'-73.980491,', u'40.742463,']",40.74246,-73.980491,Moderate: 85 to 90 decibles
275,92.069611,"[u'-73.980232,', u'40.742811,']",40.74281,-73.980232,Loud: > 90 decibles
276,91.244911,"[u'-73.97973,', u'40.743499,']",40.74349,"-73.97973,",Loud: > 90 decibles
277,92.502975,"[u'-73.9795,', u'40.743822,']",40.74382,"-73.9795,",Loud: > 90 decibles
278,90.156555,"[u'-73.979189,', u'40.74425,']",40.74425,-73.979189,Loud: > 90 decibles
279,90.861153,"[u'-73.978798,', u'40.74479,']",40.74479,-73.978798,Loud: > 90 decibles
280,90.113693,"[u'-73.978548,', u'40.745137,']",40.74513,-73.978548,Loud: > 90 decibles
281,90.033928,"[u'-73.978277,', u'40.745526,']",40.74552,-73.978277,Loud: > 90 decibles
282,92.117363,"[u'-73.978241,', u'40.745803,']",40.74580,-73.978241,Loud: > 90 decibles
283,92.629303,"[u'-73.977849,', u'40.74611,']",40.74611,-73.977849,Loud: > 90 decibles
284,90.546379,"[u'-73.977699,', u'40.746311,']",40.74631,-73.977699,Loud: > 90 decibles
285,90.547638,"[u'-73.977473,', u'40.746615,']",40.74661,-73.977473,Loud: > 90 decibles
286,90.671883,"[u'-73.97718,', u'40.747009,']",40.74700,"-73.97718,",Loud: > 90 decibles
287,91.935799,"[u'-73.976856,', u'40.747453,']",40.74745,-73.976856,Loud: > 90 decibles
288,90.76693,"[u'-73.976896,', u'40.747558,']",40.74755,-73.976896,Loud: > 90 decibles
289,90.114326,"[u'-73.976896,', u'40.747558,']",40.74755,-73.976896,Loud: > 90 decibles
290,90.790634,"[u'-73.976896,', u'40.747558,']",40.74755,-73.976896,Loud: > 90 decibles
291,88.82338,"[u'-73.976869,', u'40.747596,']",40.74759,-73.976869,Moderate: 85 to 90 decibles
292,90.513229,"[u'-73.976696,', u'40.747745,']",40.74774,-73.976696,Loud: > 90 decibles
293,91.871666,"[u'-73.976382,', u'40.748219,']",40.74821,-73.976382,Loud: > 90 decibles
294,92.133591,"[u'-73.976451,', u'40.748486,']",40.74848,-73.976451,Loud: > 90 decibles
295,92.071358,"[u'-73.976164,', u'40.748635,']",40.74863,-73.976164,Loud: > 90 decibles
296,89.433914,"[u'-73.975929,', u'40.748964,']",40.74896,-73.975929,Moderate: 85 to 90 decibles
297,85.999222,"[u'-73.975853,', u'40.749194,']",40.74919,-73.975853,Moderate: 85 to 90 decibles
298,85.674637,"[u'-73.975806,', u'40.74932,']",40.74932,-73.975806,Moderate: 85 to 90 decibles
299,85.154564,"[u'-73.975814,', u'40.749366,']",40.74936,-73.975814,Moderate: 85 to 90 decibles
300,86.284851,"[u'-73.975814,', u'40.749366,']",40.74936,-73.975814,Moderate: 85 to 90 decibles
301,89.73922,"[u'-73.975677,', u'40.74961,']",40.74961,-73.975677,Moderate: 85 to 90 decibles
302,92.590622,"[u'-73.975184,', u'40.749776,']",40.74977,-73.975184,Loud: > 90 decibles
303,93.424767,"[u'-73.975402,', u'40.750172,']",40.75017,-73.975402,Loud: > 90 decibles
304,90.531952,"[u'-73.975262,', u'40.750285,']",40.75028,-73.975262,Loud: > 90 decibles
305,90.492088,"[u'-73.974767,', u'40.751021,']",40.75102,-73.974767,Loud: > 90 decibles
306,88.514183,"[u'-73.97421,', u'40.751558,']",40.75155,"-73.97421,",Moderate: 85 to 90 decibles
307,85.626709,"[u'-73.973971,', u'40.751807,']",40.75180,-73.973971,Moderate: 85 to 90 decibles
308,86.427536,"[u'-73.973829,', u'40.752052,']",40.75205,-73.973829,Moderate: 85 to 90 decibles
309,86.785492,"[u'-73.973756,', u'40.7522,']","40.7522,",-73.973756,Moderate: 85 to 90 decibles
310,89.11834,"[u'-73.97364,', u'40.752518,']",40.75251,"-73.97364,",Moderate: 85 to 90 decibles
311,87.551216,"[u'-73.973513,', u'40.752742,']",40.75274,-73.973513,Moderate: 85 to 90 decibles
312,88.223892,"[u'-73.973339,', u'40.752819,']",40.75281,-73.973339,Moderate: 85 to 90 decibles
313,89.390587,"[u'-73.972839,', u'40.752978,']",40.75297,-73.972839,Moderate: 85 to 90 decibles
314,92.56601,"[u'-73.972593,', u'40.753317,']",40.75331,-73.972593,Loud: > 90 decibles
315,91.387032,"[u'-73.972248,', u'40.753791,']",40.75379,-73.972248,Loud: > 90 decibles
316,88.69323,"[u'-73.972359,', u'40.754047,']",40.75404,-73.972359,Moderate: 85 to 90 decibles
317,86.796539,"[u'-73.972359,', u'40.754047,']",40.75404,-73.972359,Moderate: 85 to 90 decibles
318,87.150894,"[u'-73.97237,', u'40.754067,']",40.75406,"-73.97237,",Moderate: 85 to 90 decibles
319,91.470528,"[u'-73.972334,', u'40.754046,']",40.75404,-73.972334,Loud: > 90 decibles
320,94.976646,"[u'-73.971818,', u'40.754387,']",40.75438,-73.971818,Loud: > 90 decibles
321,90.809395,"[u'-73.971477,', u'40.754851,']",40.75485,-73.971477,Loud: > 90 decibles
322,90.401146,"[u'-73.971656,', u'40.755006,']",40.75500,-73.971656,Loud: > 90 decibles
323,90.002724,"[u'-73.971527,', u'40.755044,']",40.75504,-73.971527,Loud: > 90 decibles
324,88.112,"[u'-73.971465,', u'40.755011,']",40.75501,-73.971465,Moderate: 85 to 90 decibles
325,90.025513,"[u'-73.971368,', u'40.755187,']",40.75518,-73.971368,Loud: > 90 decibles
326,90.727478,"[u'-73.971475,', u'40.755319,']",40.75531,-73.971475,Loud: > 90 decibles
327,90.446999,"[u'-73.971018,', u'40.755897,']",40.75589,-73.971018,Loud: > 90 decibles
328,94.205261,"[u'-73.970736,', u'40.756301,']",40.75630,-73.970736,Loud: > 90 decibles
329,91.390953,"[u'-73.970519,', u'40.75658,']",40.75658,-73.970519,Loud: > 90 decibles
330,91.468681,"[u'-73.970106,', u'40.756707,']",40.75670,-73.970106,Loud: > 90 decibles
331,88.457405,"[u'-73.969955,', u'40.756915,']",40.75691,-73.969955,Moderate: 85 to 90 decibles
332,92.145493,"[u'-73.970016,', u'40.757105,']",40.75710,-73.970016,Loud: > 90 decibles
333,88.164665,"[u'-73.96958,', u'40.75743,']",40.75743,"-73.96958,",Moderate: 85 to 90 decibles
334,90.474899,"[u'-73.96949,', u'40.757554,']",40.75755,"-73.96949,",Loud: > 90 decibles
335,89.234467,"[u'-73.970218,', u'40.758069,']",40.75806,-73.970218,Moderate: 85 to 90 decibles
336,89.461227,"[u'-73.970668,', u'40.758381,']",40.75838,-73.970668,Moderate: 85 to 90 decibles
337,92.313454,"[u'-73.971106,', u'40.758574,']",40.75857,-73.971106,Loud: > 90 decibles
338,91.979568,"[u'-73.971475,', u'40.758667,']",40.75866,-73.971475,Loud: > 90 decibles
339,89.975494,"[u'-73.971708,', u'40.758664,']",40.75866,-73.971708,Moderate: 85 to 90 decibles
340,87.809067,"[u'-73.971982,', u'40.75885,']",40.75885,-73.971982,Moderate: 85 to 90 decibles
341,89.927437,"[u'-73.972465,', u'40.758692,']",40.75869,-73.972465,Moderate: 85 to 90 decibles
342,92.109703,"[u'-73.972911,', u'40.759201,']",40.75920,-73.972911,Loud: > 90 decibles
343,90.499016,"[u'-73.973083,', u'40.759165,']",40.75916,-73.973083,Loud: > 90 decibles
344,88.262222,"[u'-73.973186,', u'40.759235,']",40.75923,-73.973186,Moderate: 85 to 90 decibles
345,88.288216,"[u'-73.973505,', u'40.759304,']",40.75930,-73.973505,Moderate: 85 to 90 decibles
346,90.033318,"[u'-73.973962,', u'40.759637,']",40.75963,-73.973962,Loud: > 90 decibles
347,88.009827,"[u'-73.974047,', u'40.759842,']",40.75984,-73.974047,Moderate: 85 to 90 decibles
348,87.281204,"[u'-73.974016,', u'40.759869,']",40.75986,-73.974016,Moderate: 85 to 90 decibles
349,89.523552,"[u'-73.974048,', u'40.759977,']",40.75997,-73.974048,Moderate: 85 to 90 decibles
350,93.020523,"[u'-73.974907,', u'40.760049,']",40.76004,-73.974907,Loud: > 90 decibles
351,91.15464,"[u'-73.975264,', u'40.760388,']",40.76038,-73.975264,Loud: > 90 decibles
352,89.260811,"[u'-73.976498,', u'40.760815,']",40.76081,-73.976498,Moderate: 85 to 90 decibles
353,91.130455,"[u'-73.976428,', u'40.760812,']",40.76081,-73.976428,Loud: > 90 decibles
354,91.473198,"[u'-73.976636,', u'40.760814,']",40.76081,-73.976636,Loud: > 90 decibles
355,92.502037,"[u'-73.976997,', u'40.760779,']",40.76077,-73.976997,Loud: > 90 decibles
356,90.383308,"[u'-73.977386,', u'40.761009,']",40.76100,-73.977386,Loud: > 90 decibles
357,88.524666,"[u'-73.977735,', u'40.761136,']",40.76113,-73.977735,Moderate: 85 to 90 decibles
358,87.7742,"[u'-73.977876,', u'40.76128,']",40.76128,-73.977876,Moderate: 85 to 90 decibles
359,90.300026,"[u'-73.978089,', u'40.761449,']",40.76144,-73.978089,Loud: > 90 decibles
360,91.304626,"[u'-73.978444,', u'40.761637,']",40.76163,-73.978444,Loud: > 90 decibles
361,92.309448,"[u'-73.978894,', u'40.761777,']",40.76177,-73.978894,Loud: > 90 decibles
362,91.331398,"[u'-73.979117,', u'40.761885,']",40.76188,-73.979117,Loud: > 90 decibles
363,90.988373,"[u'-73.978916,', u'40.762154,']",40.76215,-73.978916,Loud: > 90 decibles
364,88.006523,"[u'-73.978794,', u'40.762397,']",40.76239,-73.978794,Moderate: 85 to 90 decibles
365,90.264099,"[u'-73.978598,', u'40.762657,']",40.76265,-73.978598,Loud: > 90 decibles
366,91.307953,"[u'-73.97841,', u'40.763157,']",40.76315,"-73.97841,",Loud: > 90 decibles
367,90.803848,"[u'-73.978132,', u'40.763448,']",40.76344,-73.978132,Loud: > 90 decibles
368,91.358047,"[u'-73.977763,', u'40.763812,']",40.76381,-73.977763,Loud: > 90 decibles
369,91.397072,"[u'-73.977441,', u'40.7642,']","40.7642,",-73.977441,Loud: > 90 decibles
370,91.836258,"[u'-73.97733,', u'40.764313,']",40.76431,"-73.97733,",Loud: > 90 decibles
371,92.037071,"[u'-73.977343,', u'40.764328,']",40.76432,-73.977343,Loud: > 90 decibles
372,92.518005,"[u'-73.977124,', u'40.764628,']",40.76462,-73.977124,Loud: > 90 decibles
373,91.52935,"[u'-73.976889,', u'40.764957,']",40.76495,-73.976889,Loud: > 90 decibles
374,92.089912,"[u'-73.976607,', u'40.765367,']",40.76536,-73.976607,Loud: > 90 decibles
375,90.222778,"[u'-73.976252,', u'40.765883,']",40.76588,-73.976252,Loud: > 90 decibles
376,93.013535,"[u'-73.976443,', u'40.766127,']",40.76612,-73.976443,Loud: > 90 decibles
377,90.386238,"[u'-73.976907,', u'40.766373,']",40.76637,-73.976907,Loud: > 90 decibles
378,90.811287,"[u'-73.977084,', u'40.766713,']",40.76671,-73.977084,Loud: > 90 decibles
379,91.096619,"[u'-73.976643,', u'40.767226,']",40.76722,-73.976643,Loud: > 90 decibles
380,92.229927,"[u'-73.976235,', u'40.767637,']",40.76763,-73.976235,Loud: > 90 decibles
381,88.156967,"[u'-73.97593,', u'40.768282,']",40.76828,"-73.97593,",Moderate: 85 to 90 decibles
382,89.811928,"[u'-73.975488,', u'40.768831,']",40.76883,-73.975488,Moderate: 85 to 90 decibles
383,90.51062,"[u'-73.975144,', u'40.769279,']",40.76927,-73.975144,Loud: > 90 decibles
384,89.744583,"[u'-73.974362,', u'40.769831,']",40.76983,-73.974362,Moderate: 85 to 90 decibles
385,90.887634,"[u'-73.973738,', u'40.769925,']",40.76992,-73.973738,Loud: > 90 decibles
386,92.493866,"[u'-73.973083,', u'40.769688,']",40.76968,-73.973083,Loud: > 90 decibles
387,89.842377,"[u'-73.972159,', u'40.769597,']",40.76959,-73.972159,Moderate: 85 to 90 decibles
388,89.087677,"[u'-73.971634,', u'40.769787,']",40.76978,-73.971634,Moderate: 85 to 90 decibles
389,90.264908,"[u'-73.971178,', u'40.770285,']",40.77028,-73.971178,Loud: > 90 decibles
390,90.092567,"[u'-73.970257,', u'40.771252,']",40.77125,-73.970257,Loud: > 90 decibles
391,83.867943,"[u'-73.969866,', u'40.771472,']",40.77147,-73.969866,Quiet: < 85 decibles
392,91.817543,"[u'-73.969593,', u'40.77162,']",40.77162,-73.969593,Loud: > 90 decibles
393,88.572762,"[u'-73.969294,', u'40.77193,']",40.77193,-73.969294,Moderate: 85 to 90 decibles
394,91.472061,"[u'-73.969068,', u'40.772286,']",40.77228,-73.969068,Loud: > 90 decibles
395,91.288437,"[u'-73.968828,', u'40.772996,']",40.77299,-73.968828,Loud: > 90 decibles
396,89.277672,"[u'-73.969146,', u'40.773627,']",40.77362,-73.969146,Moderate: 85 to 90 decibles
397,92.337906,"[u'-73.968985,', u'40.774326,']",40.77432,-73.968985,Loud: > 90 decibles
398,90.988312,"[u'-73.968279,', u'40.775027,']",40.77502,-73.968279,Loud: > 90 decibles
399,91.760178,"[u'-73.967755,', u'40.775338,']",40.77533,-73.967755,Loud: > 90 decibles
400,90.620522,"[u'-73.967396,', u'40.775802,']",40.77580,-73.967396,Loud: > 90 decibles
401,89.901657,"[u'-73.967392,', u'40.77621,']",40.77621,-73.967392,Moderate: 85 to 90 decibles
402,88.517258,"[u'-73.967259,', u'40.776559,']",40.77655,-73.967259,Moderate: 85 to 90 decibles
403,83.818481,"[u'-73.966756,', u'40.777696,']",40.77769,-73.966756,Quiet: < 85 decibles
404,84.629211,"[u'-73.966474,', u'40.778283,']",40.77828,-73.966474,Quiet: < 85 decibles
405,85.609413,"[u'-73.966291,', u'40.778537,']",40.77853,-73.966291,Moderate: 85 to 90 decibles
406,89.177299,"[u'-73.965731,', u'40.778977,']",40.77897,-73.965731,Moderate: 85 to 90 decibles
407,86.705193,"[u'-73.965329,', u'40.779349,']",40.77934,-73.965329,Moderate: 85 to 90 decibles
408,90.65461,"[u'-73.964938,', u'40.77982,']",40.77982,-73.964938,Loud: > 90 decibles
409,88.350792,"[u'-73.96472,', u'40.780238,']",40.78023,"-73.96472,",Moderate: 85 to 90 decibles
410,89.197266,"[u'-73.964487,', u'40.780593,']",40.78059,-73.964487,Moderate: 85 to 90 decibles
411,82.286362,"[u'-73.964212,', u'40.780982,']",40.78098,-73.964212,Quiet: < 85 decibles
412,86.254616,"[u'-73.963827,', u'40.781237,']",40.78123,-73.963827,Moderate: 85 to 90 decibles
413,91.352539,"[u'-73.963223,', u'40.781534,']",40.78153,-73.963223,Loud: > 90 decibles
414,89.636749,"[u'-73.962638,', u'40.781611,']",40.78161,-73.962638,Moderate: 85 to 90 decibles
415,84.849174,"[u'-73.961848,', u'40.781524,']",40.78152,-73.961848,Quiet: < 85 decibles
416,86.493988,"[u'-73.961182,', u'40.78149,']",40.78149,-73.961182,Moderate: 85 to 90 decibles
417,82.977264,"[u'-73.960606,', u'40.781808,']",40.78180,-73.960606,Quiet: < 85 decibles
418,87.979477,"[u'-73.96006,', u'40.782378,']",40.78237,"-73.96006,",Moderate: 85 to 90 decibles
419,86.834663,"[u'-73.959875,', u'40.782807,']",40.78280,-73.959875,Moderate: 85 to 90 decibles
420,86.277863,"[u'-73.959608,', u'40.783189,']",40.78318,-73.959608,Moderate: 85 to 90 decibles
421,94.148277,"[u'-73.95919,', u'40.783762,']",40.78376,"-73.95919,",Loud: > 90 decibles
422,94.262932,"[u'-73.958901,', u'40.78416,']",40.78416,-73.958901,Loud: > 90 decibles
423,93.740913,"[u'-73.958628,', u'40.784545,']",40.78454,-73.958628,Loud: > 90 decibles
424,94.268036,"[u'-73.958334,', u'40.784953,']",40.78495,-73.958334,Loud: > 90 decibles
425,94.390274,"[u'-73.957936,', u'40.785458,']",40.78545,-73.957936,Loud: > 90 decibles
426,89.901733,"[u'-73.95775,', u'40.785771,']",40.78577,"-73.95775,",Moderate: 85 to 90 decibles
427,88.001549,"[u'-73.95744,', u'40.786165,']",40.78616,"-73.95744,",Moderate: 85 to 90 decibles
428,89.687637,"[u'-73.957117,', u'40.786644,']",40.78664,-73.957117,Moderate: 85 to 90 decibles
429,85.330765,"[u'-73.956987,', u'40.787162,']",40.78716,-73.956987,Moderate: 85 to 90 decibles
430,92.123528,"[u'-73.957051,', u'40.787938,']",40.78793,-73.957051,Loud: > 90 decibles
431,91.227806,"[u'-73.956872,', u'40.788503,']",40.78850,-73.956872,Loud: > 90 decibles
432,86.231621,"[u'-73.957384,', u'40.789318,']",40.78931,-73.957384,Moderate: 85 to 90 decibles
433,89.957153,"[u'-73.957379,', u'40.78979,']",40.78979,-73.957379,Moderate: 85 to 90 decibles
434,92.792999,"[u'-73.956985,', u'40.790437,']",40.79043,-73.956985,Loud: > 90 decibles
435,90.281616,"[u'-73.956471,', u'40.79099,']",40.79099,-73.956471,Loud: > 90 decibles
436,86.036613,"[u'-73.95609,', u'40.791383,']",40.79138,"-73.95609,",Moderate: 85 to 90 decibles
437,85.795166,"[u'-73.955692,', u'40.791673,']",40.79167,-73.955692,Moderate: 85 to 90 decibles
438,86.887451,"[u'-73.955261,', u'40.792018,']",40.79201,-73.955261,Moderate: 85 to 90 decibles
439,87.735542,"[u'-73.955017,', u'40.792457,']",40.79245,-73.955017,Moderate: 85 to 90 decibles
440,90.136345,"[u'-73.955072,', u'40.792856,']",40.79285,-73.955072,Loud: > 90 decibles
441,90.81311,"[u'-73.955075,', u'40.793275,']",40.79327,-73.955075,Loud: > 90 decibles
442,87.131042,"[u'-73.954999,', u'40.79369,']",40.79369,-73.954999,Moderate: 85 to 90 decibles
443,87.597679,"[u'-73.954907,', u'40.794195,']",40.79419,-73.954907,Moderate: 85 to 90 decibles
444,89.956726,"[u'-73.95471,', u'40.794552,']",40.79455,"-73.95471,",Moderate: 85 to 90 decibles
445,90.297508,"[u'-73.954397,', u'40.794807,']",40.79480,-73.954397,Loud: > 90 decibles
446,91.834442,"[u'-73.953805,', u'40.795108,']",40.79510,-73.953805,Loud: > 90 decibles
447,92.12767,"[u'-73.953409,', u'40.795611,']",40.79561,-73.953409,Loud: > 90 decibles
448,91.028824,"[u'-73.954427,', u'40.795948,']",40.79594,-73.954427,Loud: > 90 decibles
449,92.094025,"[u'-73.955507,', u'40.795505,']",40.79550,-73.955507,Loud: > 90 decibles
450,91.034958,"[u'-73.955705,', u'40.796165,']",40.79616,-73.955705,Loud: > 90 decibles
451,88.529205,"[u'-73.955136,', u'40.796669,']",40.79666,-73.955136,Moderate: 85 to 90 decibles
452,86.755432,"[u'-73.954709,', u'40.797198,']",40.79719,-73.954709,Moderate: 85 to 90 decibles
453,91.654137,"[u'-73.95437,', u'40.797916,']",40.79791,"-73.95437,",Loud: > 90 decibles
454,89.94104,"[u'-73.95465,', u'40.798491,']",40.79849,"-73.95465,",Moderate: 85 to 90 decibles
455,87.110474,"[u'-73.955101,', u'40.79891,']",40.79891,-73.955101,Moderate: 85 to 90 decibles
456,90.416206,"[u'-73.955409,', u'40.7993,']","40.7993,",-73.955409,Loud: > 90 decibles
457,89.663689,"[u'-73.956002,', u'40.799803,']",40.79980,-73.956002,Moderate: 85 to 90 decibles
458,90.770233,"[u'-73.956458,', u'40.799985,']",40.79998,-73.956458,Loud: > 90 decibles
459,86.465469,"[u'-73.956799,', u'40.800231,']",40.80023,-73.956799,Moderate: 85 to 90 decibles
460,89.128815,"[u'-73.957253,', u'40.800378,']",40.80037,-73.957253,Moderate: 85 to 90 decibles
461,89.337173,"[u'-73.957604,', u'40.800514,']",40.80051,-73.957604,Moderate: 85 to 90 decibles
462,90.224701,"[u'-73.95782,', u'40.800734,']",40.80073,"-73.95782,",Loud: > 90 decibles
463,84.837128,"[u'-73.958111,', u'40.800836,']",40.80083,-73.958111,Quiet: < 85 decibles
464,88.575615,"[u'-73.958477,', u'40.800884,']",40.80088,-73.958477,Moderate: 85 to 90 decibles
465,88.967278,"[u'-73.958866,', u'40.800909,']",40.80090,-73.958866,Moderate: 85 to 90 decibles
466,88.793678,"[u'-73.959309,', u'40.801078,']",40.80107,-73.959309,Moderate: 85 to 90 decibles
467,88.607361,"[u'-73.95957,', u'40.801229,']",40.80122,"-73.95957,",Moderate: 85 to 90 decibles
468,88.582657,"[u'-73.959893,', u'40.801344,']",40.80134,-73.959893,Moderate: 85 to 90 decibles
469,90.594254,"[u'-73.960237,', u'40.801479,']",40.80147,-73.960237,Loud: > 90 decibles
470,87.204018,"[u'-73.960548,', u'40.801587,']",40.80158,-73.960548,Moderate: 85 to 90 decibles
471,88.6297,"[u'-73.960856,', u'40.801698,']",40.80169,-73.960856,Moderate: 85 to 90 decibles
472,88.219017,"[u'-73.961044,', u'40.801857,']",40.80185,-73.961044,Moderate: 85 to 90 decibles
473,85.132072,"[u'-73.960897,', u'40.802141,']",40.80214,-73.960897,Moderate: 85 to 90 decibles
474,85.240387,"[u'-73.960857,', u'40.802405,']",40.80240,-73.960857,Moderate: 85 to 90 decibles
475,87.063377,"[u'-73.96078,', u'40.802682,']",40.80268,"-73.96078,",Moderate: 85 to 90 decibles
476,85.444733,"[u'-73.960698,', u'40.802995,']",40.80299,-73.960698,Moderate: 85 to 90 decibles
477,90.029961,"[u'-73.960633,', u'40.803196,']",40.80319,-73.960633,Loud: > 90 decibles
478,85.109596,"[u'-73.960533,', u'40.803523,']",40.80352,-73.960533,Moderate: 85 to 90 decibles
479,86.19278,"[u'-73.960409,', u'40.803805,']",40.80380,-73.960409,Moderate: 85 to 90 decibles
480,86.781303,"[u'-73.960306,', u'40.804111,']",40.80411,-73.960306,Moderate: 85 to 90 decibles
481,84.808556,"[u'-73.960191,', u'40.804383,']",40.80438,-73.960191,Quiet: < 85 decibles
482,87.341209,"[u'-73.960066,', u'40.804723,']",40.80472,-73.960066,Moderate: 85 to 90 decibles
483,87.463257,"[u'-73.95996,', u'40.805083,']",40.80508,"-73.95996,",Moderate: 85 to 90 decibles
484,85.494217,"[u'-73.959781,', u'40.805527,']",40.80552,-73.959781,Moderate: 85 to 90 decibles
485,85.515068,"[u'-73.959594,', u'40.805886,']",40.80588,-73.959594,Moderate: 85 to 90 decibles
486,90.401459,"[u'-73.959538,', u'40.806276,']",40.80627,-73.959538,Loud: > 90 decibles
487,92.37188,"[u'-73.959962,', u'40.806441,']",40.80644,-73.959962,Loud: > 90 decibles
488,89.10881,"[u'-73.960345,', u'40.806581,']",40.80658,-73.960345,Moderate: 85 to 90 decibles
489,88.652069,"[u'-73.960766,', u'40.806757,']",40.80675,-73.960766,Moderate: 85 to 90 decibles
490,87.021698,"[u'-73.960977,', u'40.806849,']",40.80684,-73.960977,Moderate: 85 to 90 decibles
491,81.220314,"[u'-73.961181,', u'40.806903,']",40.80690,-73.961181,Quiet: < 85 decibles
492,86.984375,"[u'-73.961541,', u'40.807098,']",40.80709,-73.961541,Moderate: 85 to 90 decibles
493,86.097237,"[u'-73.961943,', u'40.807269,']",40.80726,-73.961943,Moderate: 85 to 90 decibles
494,75.679428,"[u'-73.962147,', u'40.807335,']",40.80733,-73.962147,Quiet: < 85 decibles
495,75.972054,"[u'-73.962249,', u'40.807353,']",40.80735,-73.962249,Quiet: < 85 decibles
